origin_id,destination_id,distance,minfare,maxfare,price,demand,elasticity
43,120,5088,(y:153)(p:458)(j:763)(f:1526),(y:2018)(p:4053)(j:6088)(f:11177),(y:888)(p:2277)(j:5660)(f:7547),(y:932)(p:256)(j:198)(f:198),
43,121,3210,(y:96)(p:289)(j:482)(f:963),(y:1642)(p:2926)(j:4210)(f:7421),(y:719)(p:1488)(j:3062)(f:4082),(y:2234)(p:496)(j:317)(f:317),
43,122,2687,(y:81)(p:242)(j:403)(f:806),(y:1537)(p:2612)(j:3687)(f:6374),(y:536)(p:1269)(j:2963)(f:3951),(y:2641)(p:670)(j:487)(f:487),
43,123,4458,(y:134)(p:401)(j:669)(f:1338),(y:1892)(p:3675)(j:5458)(f:9917),(y:897)(p:2013)(j:4485)(f:5980),(y:2832)(p:681)(j:472)(f:472),
44,45,1098,(y:33)(p:99)(j:165)(f:330),(y:1220)(p:1659)(j:2099)(f:3197),(y:262)(p:601)(j:1366)(f:1821),(y:545)(p:134)(j:95)(f:95),
44,46,1788,(y:54)(p:161)(j:268)(f:536),(y:1358)(p:2073)(j:2788)(f:4576),(y:426)(p:891)(j:1852)(f:2469),(y:2781)(p:623)(j:403)(f:403),
44,47,2206,(y:66)(p:199)(j:331)(f:662),(y:1441)(p:2324)(j:3207)(f:5414),(y:441)(p:1067)(j:2538)(f:3383),(y:1638)(p:425)(j:314)(f:314),
44,48,5447,(y:163)(p:490)(j:817)(f:1634),(y:2089)(p:4268)(j:6447)(f:11895),(y:1240)(p:2428)(j:4682)(f:6243),(y:3434)(p:720)(j:432)(f:432),
44,49,6487,(y:195)(p:584)(j:973)(f:1946),(y:2298)(p:4893)(j:7488)(f:13975),(y:1317)(p:2865)(j:6200)(f:8267),(y:3174)(p:740)(j:498)(f:498),
44,50,7040,(y:211)(p:634)(j:1056)(f:2112),(y:2408)(p:5224)(j:8040)(f:15081),(y:1467)(p:3097)(j:6504)(f:8671),(y:2869)(p:649)(j:424)(f:424),
44,51,5509,(y:165)(p:496)(j:826)(f:1653),(y:2102)(p:4306)(j:6509)(f:12018),(y:1333)(p:2454)(j:4364)(f:5819),(y:3521)(p:694)(j:384)(f:384),
44,52,6596,(y:198)(p:594)(j:990)(f:1979),(y:2319)(p:4958)(j:7597)(f:14194),(y:1230)(p:2911)(j:6798)(f:9065),(y:3045)(p:772)(j:561)(f:561),
44,53,6398,(y:192)(p:576)(j:960)(f:1920),(y:2280)(p:4839)(j:7399)(f:13797),(y:1234)(p:2827)(j:6422)(f:8563),(y:2802)(p:688)(j:486)(f:486),
44,54,6744,(y:202)(p:607)(j:1012)(f:2023),(y:2349)(p:5047)(j:7745)(f:14490),(y:1297)(p:2973)(j:6753)(f:9004),(y:2934)(p:720)(j:509)(f:509),
44,55,3806,(y:114)(p:343)(j:571)(f:1142),(y:1761)(p:3284)(j:4807)(f:8613),(y:759)(p:1739)(j:3949)(f:5266),(y:2432)(p:597)(j:422)(f:422),
44,56,3718,(y:112)(p:335)(j:558)(f:1116),(y:1744)(p:3231)(j:4718)(f:8437),(y:893)(p:1702)(j:3173)(f:4230),(y:2586)(p:528)(j:306)(f:306),
44,57,3903,(y:117)(p:351)(j:586)(f:1171),(y:1781)(p:3342)(j:4903)(f:8807),(y:909)(p:1779)(j:3432)(f:4576),(y:3001)(p:630)(j:378)(f:378),
44,58,7651,(y:230)(p:689)(j:1148)(f:2295),(y:2530)(p:5591)(j:8652)(f:16303),(y:1588)(p:3354)(j:7043)(f:9390),(y:539)(p:122)(j:80)(f:80),
44,59,7053,(y:212)(p:635)(j:1058)(f:2116),(y:2411)(p:5232)(j:8053)(f:15106),(y:1253)(p:3102)(j:7512)(f:10016),(y:2520)(p:668)(j:504)(f:504),
44,60,2956,(y:89)(p:266)(j:444)(f:887),(y:1591)(p:2774)(j:3957)(f:6914),(y:744)(p:1382)(j:2487)(f:3317),(y:532)(p:106)(j:59)(f:59),
44,61,7738,(y:232)(p:696)(j:1161)(f:2322),(y:2548)(p:5643)(j:8738)(f:16477),(y:1763)(p:3390)(j:6393)(f:8524),(y:2160)(p:445)(j:261)(f:261),
44,62,9111,(y:273)(p:820)(j:1367)(f:2734),(y:2822)(p:6467)(j:10112)(f:19224),(y:2210)(p:3967)(j:6801)(f:9067),(y:3679)(p:707)(j:377)(f:377),
44,63,2390,(y:72)(p:215)(j:359)(f:717),(y:1478)(p:2434)(j:3390)(f:5780),(y:510)(p:1144)(j:2549)(f:3399),(y:826)(p:199)(j:138)(f:138),
44,64,1794,(y:54)(p:161)(j:269)(f:538),(y:1359)(p:2077)(j:2794)(f:4588),(y:336)(p:894)(j:2279)(f:3038),(y:1342)(p:382)(j:303)(f:303),
44,65,2232,(y:67)(p:201)(j:335)(f:670),(y:1447)(p:2340)(j:3233)(f:5465),(y:440)(p:1078)(j:2587)(f:3449),(y:2821)(p:740)(j:552)(f:552),
44,66,2358,(y:71)(p:212)(j:354)(f:707),(y:1472)(p:2415)(j:3358)(f:5716),(y:567)(p:1130)(j:2228)(f:2971),(y:3584)(p:766)(j:470)(f:470),
44,67,3499,(y:105)(p:315)(j:525)(f:1050),(y:1700)(p:3100)(j:4499)(f:7999),(y:635)(p:1610)(j:3967)(f:5289),(y:2217)(p:602)(j:462)(f:462),
44,68,2514,(y:75)(p:226)(j:377)(f:754),(y:1503)(p:2509)(j:3515)(f:6029),(y:666)(p:1196)(j:2051)(f:2734),(y:3645)(p:701)(j:374)(f:374),
44,69,6542,(y:196)(p:589)(j:981)(f:1963),(y:2309)(p:4926)(j:7543)(f:14085),(y:1193)(p:2888)(j:6869)(f:9159),(y:1882)(p:488)(j:361)(f:361),
44,70,6554,(y:197)(p:590)(j:983)(f:1966),(y:2311)(p:4933)(j:7554)(f:14109),(y:1545)(p:2893)(j:5269)(f:7025),(y:2878)(p:578)(j:327)(f:327),
44,71,3762,(y:113)(p:339)(j:564)(f:1129),(y:1752)(p:3257)(j:4762)(f:8524),(y:719)(p:1720)(j:4055)(f:5406),(y:2607)(p:668)(j:490)(f:490),
44,72,3809,(y:114)(p:343)(j:571)(f:1143),(y:1762)(p:3286)(j:4810)(f:8619),(y:751)(p:1740)(j:3990)(f:5320),(y:1207)(p:299)(j:214)(f:214),
44,73,3754,(y:113)(p:338)(j:563)(f:1126),(y:1751)(p:3253)(j:4754)(f:8509),(y:757)(p:1717)(j:3863)(f:5150),(y:481)(p:117)(j:82)(f:82),
44,74,4872,(y:146)(p:439)(j:731)(f:1462),(y:1975)(p:3924)(j:5873)(f:10745),(y:1025)(p:2186)(j:4638)(f:6185),(y:2642)(p:604)(j:398)(f:398),
44,75,854,(y:26)(p:77)(j:128)(f:256),(y:1171)(p:1513)(j:1854)(f:2708),(y:234)(p:499)(j:1058)(f:1411),(y:1184)(p:270)(j:179)(f:179),
44,76,2140,(y:64)(p:193)(j:321)(f:642),(y:1428)(p:2284)(j:3140)(f:5280),(y:400)(p:1039)(j:2604)(f:3473),(y:1785)(p:496)(j:387)(f:387),
44,77,1033,(y:31)(p:93)(j:155)(f:310),(y:1207)(p:1620)(j:2034)(f:3067),(y:309)(p:574)(j:1034)(f:1378),(y:2738)(p:545)(j:305)(f:305),
44,78,4853,(y:146)(p:437)(j:728)(f:1456),(y:1971)(p:3912)(j:5854)(f:10707),(y:1062)(p:2179)(j:4435)(f:5913),(y:649)(p:143)(j:90)(f:90),
44,79,1766,(y:53)(p:159)(j:265)(f:530),(y:1353)(p:2060)(j:2767)(f:4534),(y:438)(p:882)(j:1758)(f:2344),(y:2145)(p:463)(j:287)(f:287),
44,80,1352,(y:41)(p:122)(j:203)(f:406),(y:1271)(p:1812)(j:2353)(f:3706),(y:309)(p:708)(j:1609)(f:2145),(y:597)(p:147)(j:104)(f:104),
44,81,1373,(y:41)(p:124)(j:206)(f:412),(y:1275)(p:1824)(j:2373)(f:3746),(y:336)(p:717)(j:1520)(f:2027),(y:1140)(p:261)(j:172)(f:172),
44,82,1321,(y:40)(p:119)(j:198)(f:397),(y:1264)(p:1793)(j:2322)(f:3644),(y:336)(p:695)(j:1430)(f:1907),(y:1039)(p:231)(j:148)(f:148),
44,83,2084,(y:63)(p:188)(j:313)(f:625),(y:1417)(p:2251)(j:3085)(f:5169),(y:472)(p:1016)(j:2176)(f:2902),(y:2840)(p:655)(j:437)(f:437),
44,84,2361,(y:71)(p:213)(j:354)(f:708),(y:1472)(p:2417)(j:3361)(f:5723),(y:536)(p:1132)(j:2377)(f:3169),(y:3069)(p:694)(j:454)(f:454),
44,85,4815,(y:144)(p:433)(j:722)(f:1445),(y:1963)(p:3889)(j:5816)(f:10632),(y:1125)(p:2163)(j:4078)(f:5438),(y:1659)(p:342)(j:201)(f:201),
44,86,4764,(y:143)(p:429)(j:715)(f:1429),(y:1953)(p:3859)(j:5765)(f:10530),(y:845)(p:2141)(j:5277)(f:7035),(y:63)(p:17)(j:13)(f:13),
44,87,4799,(y:144)(p:432)(j:720)(f:1440),(y:1960)(p:3880)(j:5799)(f:10599),(y:1071)(p:2156)(j:4296)(f:5728),(y:276)(p:60)(j:37)(f:37),
44,88,1051,(y:32)(p:95)(j:158)(f:315),(y:1210)(p:1631)(j:2051)(f:3102),(y:221)(p:581)(j:1470)(f:1960),(y:1043)(p:293)(j:231)(f:231),
44,89,1336,(y:40)(p:120)(j:200)(f:401),(y:1267)(p:1802)(j:2336)(f:3672),(y:283)(p:701)(j:1698)(f:2264),(y:1606)(p:426)(j:321)(f:321),
44,90,439,(y:13)(p:40)(j:66)(f:132),(y:1088)(p:1264)(j:1439)(f:1879),(y:160)(p:325)(j:654)(f:872),(y:2439)(p:531)(j:333)(f:333),
44,91,1423,(y:43)(p:128)(j:214)(f:427),(y:1285)(p:1854)(j:2424)(f:3848),(y:373)(p:738)(j:1439)(f:1919),(y:3004)(p:636)(j:386)(f:386),
44,92,410,(y:12)(p:37)(j:62)(f:123),(y:1082)(p:1246)(j:1411)(f:1821),(y:152)(p:313)(j:636)(f:848),(y:1500)(p:330)(j:209)(f:209),
44,93,750,(y:23)(p:68)(j:113)(f:225),(y:1150)(p:1450)(j:1751)(f:2501),(y:226)(p:455)(j:907)(f:1210),(y:2888)(p:623)(j:386)(f:386),
44,94,1015,(y:30)(p:91)(j:152)(f:305),(y:1203)(p:1610)(j:2016)(f:3032),(y:239)(p:567)(j:1324)(f:1765),(y:126)(p:32)(j:23)(f:23),
44,95,3067,(y:92)(p:276)(j:460)(f:920),(y:1613)(p:2840)(j:4067)(f:7135),(y:570)(p:1428)(j:3489)(f:4652),(y:824)(p:221)(j:168)(f:168),
44,96,2256,(y:68)(p:203)(j:338)(f:677),(y:1451)(p:2354)(j:3256)(f:5513),(y:545)(p:1088)(j:2144)(f:2859),(y:785)(p:168)(j:103)(f:103),
44,97,1982,(y:59)(p:178)(j:297)(f:595),(y:1397)(p:2190)(j:2983)(f:4965),(y:393)(p:973)(j:2355)(f:3140),(y:569)(p:151)(j:114)(f:114),
44,98,308,(y:9)(p:28)(j:46)(f:93),(y:1062)(p:1185)(j:1309)(f:1618),(y:118)(p:270)(j:613)(f:817),(y:1661)(p:408)(j:288)(f:288),
44,99,1546,(y:46)(p:139)(j:232)(f:464),(y:1309)(p:1928)(j:2546)(f:4092),(y:330)(p:789)(j:1861)(f:2481),(y:1419)(p:364)(j:267)(f:267),
44,100,1703,(y:51)(p:153)(j:255)(f:511),(y:1341)(p:2022)(j:2703)(f:4406),(y:457)(p:855)(j:1558)(f:2077),(y:366)(p:74)(j:42)(f:42),
44,101,1206,(y:36)(p:109)(j:181)(f:362),(y:1241)(p:1724)(j:2207)(f:3414),(y:348)(p:647)(j:1164)(f:1553),(y:942)(p:187)(j:105)(f:105),
44,102,2426,(y:73)(p:218)(j:364)(f:728),(y:1485)(p:2456)(j:3426)(f:5853),(y:597)(p:1159)(j:2211)(f:2947),(y:2622)(p:545)(j:323)(f:323),
44,103,2368,(y:71)(p:213)(j:355)(f:711),(y:1474)(p:2421)(j:3369)(f:5737),(y:616)(p:1135)(j:2018)(f:2691),(y:1735)(p:342)(j:189)(f:189),
44,104,2193,(y:66)(p:197)(j:329)(f:658),(y:1439)(p:2316)(j:3194)(f:5388),(y:522)(p:1061)(j:2138)(f:2851),(y:2436)(p:530)(j:332)(f:332),
44,105,2240,(y:67)(p:202)(j:336)(f:672),(y:1448)(p:2345)(j:3241)(f:5482),(y:562)(p:1081)(j:2039)(f:2718),(y:1890)(p:389)(j:228)(f:228),
44,106,672,(y:20)(p:61)(j:101)(f:202),(y:1135)(p:1404)(j:1673)(f:2346),(y:224)(p:423)(j:779)(f:1038),(y:1299)(p:263)(j:151)(f:151),
44,107,93,(y:3)(p:8)(j:14)(f:28),(y:1019)(p:1056)(j:1094)(f:1188),(y:89)(p:179)(j:357)(f:477),(y:3069)(p:662)(j:410)(f:410),
44,108,2444,(y:73)(p:220)(j:367)(f:733),(y:1489)(p:2467)(j:3444)(f:5889),(y:639)(p:1167)(j:2050)(f:2733),(y:1503)(p:294)(j:161)(f:161),
44,109,1255,(y:38)(p:113)(j:188)(f:377),(y:1251)(p:1754)(j:2256)(f:3512),(y:313)(p:667)(j:1416)(f:1888),(y:977)(p:223)(j:147)(f:147),
44,110,405,(y:12)(p:37)(j:61)(f:122),(y:1081)(p:1244)(j:1406)(f:1812),(y:134)(p:311)(j:712)(f:949),(y:1013)(p:251)(j:179)(f:179),
44,111,2086,(y:63)(p:188)(j:313)(f:626),(y:1417)(p:2252)(j:3086)(f:5173),(y:495)(p:1016)(j:2069)(f:2759),(y:1431)(p:315)(j:199)(f:199),
44,112,376,(y:11)(p:34)(j:57)(f:113),(y:1075)(p:1226)(j:1377)(f:1754),(y:129)(p:298)(j:684)(f:912),(y:2929)(p:727)(j:519)(f:519),
44,113,518,(y:16)(p:47)(j:78)(f:156),(y:1104)(p:1311)(j:1519)(f:2038),(y:194)(p:358)(j:637)(f:849),(y:3431)(p:677)(j:374)(f:374),
44,114,1582,(y:47)(p:142)(j:237)(f:475),(y:1316)(p:1949)(j:2582)(f:4165),(y:362)(p:805)(j:1776)(f:2368),(y:2728)(p:649)(j:446)(f:446),
44,115,1530,(y:46)(p:138)(j:230)(f:459),(y:1306)(p:1918)(j:2530)(f:4060),(y:429)(p:783)(j:1375)(f:1834),(y:797)(p:156)(j:85)(f:85),
44,116,931,(y:28)(p:84)(j:140)(f:279),(y:1186)(p:1559)(j:1931)(f:2863),(y:289)(p:531)(j:945)(f:1260),(y:3817)(p:753)(j:417)(f:417),
44,117,1649,(y:49)(p:148)(j:247)(f:495),(y:1330)(p:1990)(j:2650)(f:4299),(y:387)(p:833)(j:1785)(f:2380),(y:3150)(p:727)(j:485)(f:485),
44,118,6685,(y:201)(p:602)(j:1003)(f:2006),(y:2337)(p:5011)(j:7686)(f:14371),(y:1410)(p:2948)(j:6128)(f:8170),(y:2752)(p:617)(j:399)(f:399),
44,119,6671,(y:200)(p:600)(j:1001)(f:2001),(y:2334)(p:5003)(j:7671)(f:14343),(y:1516)(p:2942)(j:5611)(f:7481),(y:2903)(p:604)(j:358)(f:358),
44,120,8525,(y:256)(p:767)(j:1279)(f:2558),(y:2705)(p:6116)(j:9526)(f:18052),(y:2039)(p:3721)(j:6538)(f:8718),(y:1063)(p:208)(j:114)(f:114),
44,121,6695,(y:201)(p:603)(j:1004)(f:2009),(y:2339)(p:5017)(j:7695)(f:14391),(y:1398)(p:2952)(j:6199)(f:8266),(y:2031)(p:460)(j:300)(f:300),
44,122,6189,(y:186)(p:557)(j:928)(f:1857),(y:2238)(p:4713)(j:7189)(f:13378),(y:1323)(p:2739)(j:5635)(f:7514),(y:2749)(p:610)(j:390)(f:390),
44,123,1074,(y:32)(p:97)(j:161)(f:322),(y:1215)(p:1645)(j:2075)(f:3150),(y:324)(p:591)(j:1039)(f:1386),(y:3544)(p:693)(j:379)(f:379),
45,46,2686,(y:81)(p:242)(j:403)(f:806),(y:1537)(p:2612)(j:3687)(f:6373),(y:612)(p:1268)(j:2609)(f:3479),(y:596)(p:132)(j:85)(f:85),
45,47,3112,(y:93)(p:280)(j:467)(f:934),(y:1622)(p:2867)(j:4112)(f:7224),(y:544)(p:1447)(j:3690)(f:4920),(y:552)(p:157)(j:125)(f:125),
45,48,5708,(y:171)(p:514)(j:856)(f:1712),(y:2142)(p:4425)(j:6708)(f:12416),(y:1084)(p:2537)(j:5872)(f:7830),(y:475)(p:119)(j:86)(f:86),
45,49,6342,(y:190)(p:571)(j:951)(f:1903),(y:2269)(p:4806)(j:7343)(f:13685),(y:1367)(p:2804)(j:5708)(f:7611),(y:689)(p:151)(j:96)(f:96),
45,50,6984,(y:210)(p:629)(j:1048)(f:2095),(y:2397)(p:5190)(j:7984)(f:14968),(y:1241)(p:3073)(j:7442)(f:9922),(y:582)(p:154)(j:116)(f:116),
45,51,4458,(y:134)(p:401)(j:669)(f:1338),(y:1892)(p:3675)(j:5458)(f:9917),(y:1009)(p:2013)(j:3968)(f:5290),(y:736)(p:157)(j:96)(f:96),
45,52,6746,(y:202)(p:607)(j:1012)(f:2024),(y:2349)(p:5048)(j:7746)(f:14493),(y:1450)(p:2973)(j:6053)(f:8071),(y:542)(p:119)(j:75)(f:75),
45,53,6618,(y:199)(p:596)(j:993)(f:1986),(y:2324)(p:4971)(j:7618)(f:14237),(y:1410)(p:2920)(j:6006)(f:8008),(y:623)(p:138)(j:88)(f:88),
45,54,6823,(y:205)(p:614)(j:1023)(f:2047),(y:2365)(p:5094)(j:7823)(f:14646),(y:1633)(p:3006)(j:5346)(f:7128),(y:768)(p:151)(j:84)(f:84),
45,55,2843,(y:85)(p:256)(j:427)(f:853),(y:1569)(p:2706)(j:3844)(f:6688),(y:663)(p:1334)(j:2659)(f:3546),(y:729)(p:157)(j:98)(f:98),
45,56,2714,(y:81)(p:244)(j:407)(f:814),(y:1543)(p:2629)(j:3714)(f:6429),(y:642)(p:1280)(j:2524)(f:3365),(y:619)(p:132)(j:81)(f:81),
45,57,2893,(y:87)(p:260)(j:434)(f:868),(y:1579)(p:2736)(j:3894)(f:6787),(y:604)(p:1355)(j:3020)(f:4027),(y:642)(p:154)(j:107)(f:107),
45,58,8078,(y:242)(p:727)(j:1212)(f:2423),(y:2616)(p:5847)(j:9078)(f:17156),(y:1788)(p:3533)(j:6889)(f:9185),(y:674)(p:143)(j:87)(f:87),
45,59,6322,(y:190)(p:569)(j:948)(f:1897),(y:2265)(p:4794)(j:7323)(f:13645),(y:1519)(p:2795)(j:4972)(f:6629),(y:835)(p:165)(j:91)(f:91),
45,60,1940,(y:58)(p:175)(j:291)(f:582),(y:1388)(p:2164)(j:2940)(f:4881),(y:448)(p:955)(j:2026)(f:2701),(y:468)(p:107)(j:71)(f:71),
45,61,7541,(y:226)(p:679)(j:1131)(f:2263),(y:2508)(p:5525)(j:8542)(f:16083),(y:1551)(p:3308)(j:7017)(f:9356),(y:566)(p:129)(j:85)(f:85),
45,62,8630,(y:259)(p:777)(j:1295)(f:2589),(y:2726)(p:6178)(j:9630)(f:18260),(y:1713)(p:3765)(j:8228)(f:10971),(y:624)(p:147)(j:100)(f:100),
45,63,3444,(y:103)(p:310)(j:517)(f:1033),(y:1689)(p:3067)(j:4445)(f:7889),(y:766)(p:1587)(j:3264)(f:4352),(y:662)(p:147)(j:94)(f:94),
45,64,2638,(y:79)(p:237)(j:396)(f:792),(y:1528)(p:2583)(j:3638)(f:6277),(y:695)(p:1248)(j:2140)(f:2853),(y:780)(p:150)(j:80)(f:80),
45,65,3232,(y:97)(p:291)(j:485)(f:970),(y:1647)(p:2940)(j:4233)(f:7465),(y:786)(p:1498)(j:2792)(f:3723),(y:612)(p:125)(j:72)(f:72),
45,66,3446,(y:103)(p:310)(j:517)(f:1034),(y:1689)(p:3068)(j:4446)(f:7893),(y:730)(p:1588)(j:3436)(f:4581),(y:681)(p:159)(j:107)(f:107),
45,67,2508,(y:75)(p:226)(j:376)(f:753),(y:1502)(p:2505)(j:3508)(f:6017),(y:510)(p:1194)(j:2762)(f:3683),(y:545)(p:137)(j:98)(f:98),
45,68,3085,(y:93)(p:278)(j:463)(f:926),(y:1617)(p:2851)(j:4085)(f:7170),(y:727)(p:1436)(j:2800)(f:3733),(y:750)(p:159)(j:96)(f:96),
45,69,5566,(y:167)(p:501)(j:835)(f:1670),(y:2113)(p:4340)(j:6566)(f:12132),(y:932)(p:2478)(j:6318)(f:8424),(y:444)(p:126)(j:100)(f:100),
45,70,6559,(y:197)(p:590)(j:984)(f:1968),(y:2312)(p:4936)(j:7559)(f:14119),(y:1102)(p:2895)(j:7320)(f:9760),(y:522)(p:147)(j:116)(f:116),
45,71,2681,(y:80)(p:241)(j:402)(f:804),(y:1536)(p:2609)(j:3681)(f:6362),(y:588)(p:1266)(j:2713)(f:3617),(y:675)(p:156)(j:104)(f:104),
45,72,2782,(y:83)(p:250)(j:417)(f:835),(y:1556)(p:2669)(j:3782)(f:6565),(y:504)(p:1309)(j:3281)(f:4374),(y:502)(p:140)(j:109)(f:109),
45,73,2710,(y:81)(p:244)(j:407)(f:813),(y:1542)(p:2626)(j:3711)(f:6421),(y:594)(p:1278)(j:2740)(f:3653),(y:483)(p:111)(j:74)(f:74),
45,74,3869,(y:116)(p:348)(j:580)(f:1161),(y:1774)(p:3322)(j:4870)(f:8740),(y:770)(p:1765)(j:4010)(f:5346),(y:617)(p:151)(j:107)(f:107),
45,75,1920,(y:58)(p:173)(j:288)(f:576),(y:1384)(p:2152)(j:2921)(f:4841),(y:479)(p:947)(j:1846)(f:2461),(y:750)(p:159)(j:96)(f:96),
45,76,3218,(y:97)(p:290)(j:483)(f:965),(y:1644)(p:2931)(j:4218)(f:7436),(y:658)(p:1492)(j:3356)(f:4475),(y:502)(p:122)(j:85)(f:85),
45,77,2092,(y:63)(p:188)(j:314)(f:628),(y:1419)(p:2256)(j:3093)(f:5185),(y:483)(p:1019)(j:2140)(f:2853),(y:689)(p:156)(j:102)(f:102),
45,78,5830,(y:175)(p:525)(j:875)(f:1749),(y:2166)(p:4498)(j:6831)(f:12661),(y:1334)(p:2589)(j:4937)(f:6583),(y:693)(p:144)(j:85)(f:85),
45,79,2863,(y:86)(p:258)(j:430)(f:859),(y:1573)(p:2718)(j:3864)(f:6728),(y:667)(p:1343)(j:2676)(f:3568),(y:613)(p:132)(j:82)(f:82),
45,80,2102,(y:63)(p:189)(j:315)(f:631),(y:1421)(p:2262)(j:3103)(f:5206),(y:466)(p:1023)(j:2236)(f:2982),(y:515)(p:121)(j:83)(f:83),
45,81,2122,(y:64)(p:191)(j:318)(f:637),(y:1425)(p:2274)(j:3123)(f:5246),(y:551)(p:1032)(j:1879)(f:2505),(y:593)(p:119)(j:67)(f:67),
45,82,2325,(y:70)(p:209)(j:349)(f:698),(y:1465)(p:2396)(j:3326)(f:5652),(y:513)(p:1117)(j:2417)(f:3223),(y:624)(p:146)(j:98)(f:98),
45,83,3178,(y:95)(p:286)(j:477)(f:954),(y:1636)(p:2907)(j:4179)(f:7358),(y:774)(p:1475)(j:2750)(f:3667),(y:727)(p:148)(j:86)(f:86),
45,84,3448,(y:103)(p:310)(j:517)(f:1035),(y:1690)(p:3069)(j:4449)(f:7898),(y:664)(p:1588)(j:3744)(f:4992),(y:648)(p:166)(j:122)(f:122),
45,85,5805,(y:174)(p:522)(j:871)(f:1742),(y:2161)(p:4483)(j:6805)(f:12610),(y:1281)(p:2578)(j:5138)(f:6851),(y:695)(p:150)(j:93)(f:93),
45,86,5764,(y:173)(p:519)(j:865)(f:1729),(y:2153)(p:4459)(j:6765)(f:12530),(y:1035)(p:2561)(j:6202)(f:8269),(y:45)(p:12)(j:9)(f:9),
45,87,5808,(y:174)(p:523)(j:871)(f:1742),(y:2162)(p:4485)(j:6808)(f:12616),(y:1162)(p:2579)(j:5693)(f:7591),(y:346)(p:82)(j:57)(f:57),
45,88,2143,(y:64)(p:193)(j:322)(f:643),(y:1429)(p:2286)(j:3144)(f:5287),(y:411)(p:1040)(j:2564)(f:3418),(y:585)(p:159)(j:122)(f:122),
45,89,2430,(y:73)(p:219)(j:365)(f:729),(y:1486)(p:2458)(j:3430)(f:5861),(y:614)(p:1161)(j:2139)(f:2852),(y:857)(p:173)(j:99)(f:99),
45,90,1532,(y:46)(p:138)(j:230)(f:460),(y:1307)(p:1920)(j:2533)(f:4066),(y:295)(p:784)(j:1999)(f:2665),(y:459)(p:131)(j:104)(f:104),
45,91,2505,(y:75)(p:225)(j:376)(f:752),(y:1501)(p:2503)(j:3505)(f:6011),(y:581)(p:1192)(j:2427)(f:3236),(y:548)(p:121)(j:76)(f:76),
45,92,1486,(y:45)(p:134)(j:223)(f:446),(y:1297)(p:1892)(j:2486)(f:3972),(y:383)(p:764)(j:1507)(f:2009),(y:715)(p:153)(j:94)(f:94),
45,93,1679,(y:50)(p:151)(j:252)(f:504),(y:1336)(p:2008)(j:2679)(f:4359),(y:436)(p:845)(j:1612)(f:2150),(y:799)(p:166)(j:99)(f:99),
45,94,2039,(y:61)(p:184)(j:306)(f:612),(y:1408)(p:2224)(j:3039)(f:5078),(y:398)(p:996)(j:2434)(f:3246),(y:111)(p:30)(j:23)(f:23),
45,95,3640,(y:109)(p:328)(j:546)(f:1092),(y:1728)(p:3185)(j:4641)(f:8282),(y:876)(p:1669)(j:3112)(f:4149),(y:590)(p:121)(j:70)(f:70),
45,96,3296,(y:99)(p:297)(j:495)(f:989),(y:1659)(p:2978)(j:4297)(f:7593),(y:722)(p:1525)(j:3202)(f:4269),(y:643)(p:146)(j:95)(f:95),
45,97,2995,(y:90)(p:270)(j:449)(f:899),(y:1599)(p:2797)(j:3995)(f:6990),(y:649)(p:1398)(j:2996)(f:3994),(y:720)(p:166)(j:111)(f:111),
45,98,960,(y:29)(p:86)(j:144)(f:288),(y:1192)(p:1577)(j:1961)(f:2922),(y:215)(p:544)(j:1340)(f:1786),(y:623)(p:169)(j:130)(f:130),
45,99,2634,(y:79)(p:237)(j:395)(f:790),(y:1527)(p:2581)(j:3635)(f:6270),(y:642)(p:1247)(j:2378)(f:3170),(y:594)(p:123)(j:73)(f:73),
45,100,2704,(y:81)(p:243)(j:406)(f:811),(y:1541)(p:2623)(j:3705)(f:6409),(y:616)(p:1276)(j:2625)(f:3500),(y:354)(p:79)(j:50)(f:50),
45,101,2022,(y:61)(p:182)(j:303)(f:607),(y:1404)(p:2213)(j:3022)(f:5045),(y:386)(p:989)(j:2459)(f:3279),(y:551)(p:151)(j:117)(f:117),
45,102,3475,(y:104)(p:313)(j:521)(f:1043),(y:1695)(p:3086)(j:4476)(f:7952),(y:802)(p:1600)(j:3154)(f:4205),(y:612)(p:131)(j:80)(f:80),
45,103,3409,(y:102)(p:307)(j:511)(f:1023),(y:1682)(p:3045)(j:4409)(f:7818),(y:788)(p:1572)(j:3099)(f:4132),(y:777)(p:166)(j:102)(f:102),
45,104,3130,(y:94)(p:282)(j:470)(f:939),(y:1626)(p:2878)(j:4130)(f:7261),(y:615)(p:1455)(j:3398)(f:4531),(y:655)(p:166)(j:121)(f:121),
45,105,3203,(y:96)(p:288)(j:480)(f:961),(y:1641)(p:2922)(j:4203)(f:7406),(y:621)(p:1485)(j:3501)(f:4668),(y:636)(p:163)(j:120)(f:120),
45,106,1557,(y:47)(p:140)(j:234)(f:467),(y:1311)(p:1934)(j:2557)(f:4115),(y:324)(p:794)(j:1906)(f:2541),(y:482)(p:126)(j:94)(f:94),
45,107,1006,(y:30)(p:91)(j:151)(f:302),(y:1201)(p:1604)(j:2006)(f:3013),(y:222)(p:563)(j:1387)(f:1849),(y:606)(p:165)(j:126)(f:126),
